QUEST_LV_0300_20150323_000001		칼리스 기사단을 지원하기 위해 본부에서 떨어져 나와 이런 곳에 있습니다.{nl}궁금한 것이 있다면 베르크티 광장에 있는 본부 쪽으로 알아보시기 바랍니다.				경비병 라일
QUEST_LV_0300_20150323_000002		전 원래 행상인이었습죠.{nl}신수의 날 이후 여기가 제일 안전한 것 같아서 정착했는데.. 아니었나봅니다요.				상인 둘케
QUEST_LV_0300_20150323_000003		여기저기 떠돌아다니면서 계시자라는 사람들을 많이 만나 봤습죠.{nl}제 생각엔.. 계시자님이 특별한 건 단지 강하기 때문만은 아닐 거라는 겁니다요.				상인 둘케
QUEST_LV_0300_20150323_000004		여신과 사제님들을 탓하자는 건 아니야.{nl}하지만 무작정 믿고 기다리라는 건 좀 너무한 것 같아.{nl}				주민 에밀
QUEST_LV_0300_20150323_000005		마을에 있는 봉인이 닫혀 있으니까 봉인이지 무슨 대수겠어?{nl}사제님들이 괜히 겁을 주는 거라고 생각해.				주민 에밀
QUEST_LV_0300_20150323_000006		사제님들은 마을에 있는 봉인이 얼마나 중요한 건지 알게 되길 원치 않으세요.{nl}자신들이 희생하면 그걸로 된 거라면서요.				약사 티아나
QUEST_LV_0300_20150323_000007		사제님들이 마을사람들과 좀 더 솔직한 이야기를 나누었으면 하는 마음도 있어요.{nl}이러다 정말 큰일이라도 벌어진다면..				약사 티아나
QUEST_LV_0300_20150323_000008		사악한 기운은 숲을 썩게 만들어 생명이 살아갈 수 없는 땅으로 만들어 버립니다.{nl}저희 마을이 품고 있는 가장 큰 문제이기도 하지요.				사제 다지네
QUEST_LV_0300_20150323_000009		여신이시여..{nl}마을의 봉인은 정말 괜찮은 걸까요..				사제 다지네
QUEST_LV_0300_20150323_000010		앞으로도 봉인을 노리고 마족들이 끊임없이 공격해오겠지요.{nl}아우스테야 여신께서 부재중이신 상태로 언제까지 버틸 수 있을지..				사제 다지네
QUEST_LV_0300_20150323_000011		사제들끼리만 일을 해결하려고 했던 저희의 잘못도 큽니다.{nl}이제부턴 마을 사람들에게 모든 사실을 고하고 천천히 논의해 볼 생각입니다.				사제 다지네
QUEST_LV_0300_20150717_000012		탐지기 작동 점검(1)				
QUEST_LV_0300_20150717_000013	{memo X}	마족과 여신들, 그리고 석화된 도시(1)				
QUEST_LV_0300_20150717_000014		탐지기 작동 점검(2)				
QUEST_LV_0300_20150717_000015	{memo X}	마족과 여신들, 그리고 석화된 도시(2)				
QUEST_LV_0300_20150717_000016		탐지기 작동 점검(3)				
QUEST_LV_0300_20150717_000017		탐지기 작동 점검(4)				
QUEST_LV_0300_20150717_000018	{memo X}	영혼의 인도에 대해				
QUEST_LV_0300_20150717_000019		탐지기를 수리 하는 중				
QUEST_LV_0300_20150717_000020	{memo X}	수리 중/MAKING/3/TRACK_AFTER/None				
QUEST_LV_0300_20150717_000021		탐지기 작동 점검(5)				
QUEST_LV_0300_20150717_000022	{memo X}	수리 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000023	{memo X}	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5				
QUEST_LV_0300_20150717_000024	{memo X}	Notice/!/끈을 구해와야 합니다#5				
QUEST_LV_0300_20150717_000025		영혼의 인도를 위해				
QUEST_LV_0300_20150717_000026	{memo X}	이제 안심해도 된다고 한다				
QUEST_LV_0300_20150717_000027	{memo X}	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000028	{memo X}	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!				
QUEST_LV_0300_20150717_000029	{memo X}	Notice/이제 기운을 차릴 수 있을 것 같습니다#5				
QUEST_LV_0300_20150717_000030		바라는 것은 오직(1)				
QUEST_LV_0300_20150717_000031		죽음을 바라는 이유에 대해				
QUEST_LV_0300_20150717_000032		바라는 것은 오직(3)				
QUEST_LV_0300_20150717_000033		바라는 것은 오직(2)				
QUEST_LV_0300_20150717_000034	{memo X}	클레릭 마스터에게 가 본다고 한다				
QUEST_LV_0300_20150717_000035	{memo X}	이제 협조할 수 없다				
QUEST_LV_0300_20150717_000036		단말기 파괴(1)				
QUEST_LV_0300_20150717_000037	{memo X}	본체와 단말기에 대해				
QUEST_LV_0300_20150717_000038	{memo X}	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5				
QUEST_LV_0300_20150717_000039	{memo X}	단말기 파괴(2)				
QUEST_LV_0300_20150717_000040	{memo X}	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000041	{memo X}	Notice/단말기가 폭발하면서 사라졌습니다!#5				
QUEST_LV_0300_20150717_000042	{memo X}	단말기 파괴(3)				
QUEST_LV_0300_20150717_000043		그리고 영원한 안식(1)				
QUEST_LV_0300_20150717_000044	{memo X}	마지막으로 할 말이 있다면				
QUEST_LV_0300_20150717_000045		그리고 영원한 안식(2)				
QUEST_LV_0300_20150717_000046	{memo X}	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None				
QUEST_LV_0300_20150717_000047		그리고 영원한 안식(3)				
QUEST_LV_0300_20150717_000048	{memo X}	인사한다				
QUEST_LV_0300_20150717_000049	{memo X}	Notice/쉬트리가일라가 원하는 것이 이루어 진 것 같습니다#5				
QUEST_LV_0300_20150717_000050		탐지기 작동 점검				
QUEST_LV_0300_20150717_000051		큐폴 메일레와 대화				
QUEST_LV_0300_20150717_000052	{memo X}	석화서리로부터 구해 준 큐폴과 대화해 보세요.				
QUEST_LV_0300_20150717_000053	{memo X}	석화 탐지기들을 살펴 보기	QUEST_LV_0200_20150714_008215	Check the Petrification Detector	석화 탐지기 확인	
QUEST_LV_0300_20150717_000054	{memo X}	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.				
QUEST_LV_0300_20150717_000055		큐폴 메일레에게 돌아가기				
QUEST_LV_0300_20150717_000056	{memo X}	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.				
QUEST_LV_0300_20150717_000057	{memo X}	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.				
QUEST_LV_0300_20150717_000058	{memo X}	왕국군 레티아 만나기				
QUEST_LV_0300_20150717_000059	{memo X}	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.				
QUEST_LV_0300_20150717_000060	{memo X}	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.				
QUEST_LV_0300_20150717_000061	{memo X}	석화 탐지기 부품 구하기				
QUEST_LV_0300_20150717_000062	{memo X}	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.				
QUEST_LV_0300_20150717_000063	{memo X}	큐폴 메일레 만나기				
QUEST_LV_0300_20150717_000064	{memo X}	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.				
QUEST_LV_0300_20150717_000065	{memo X}	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.				
QUEST_LV_0300_20150717_000066	{memo X}	석화 탐지기 수리				
QUEST_LV_0300_20150717_000067	{memo X}	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.				
QUEST_LV_0300_20150717_000068	{memo X}	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.				
QUEST_LV_0300_20150717_000069	{memo X}	세 번째 석화 탐지기 수리				
QUEST_LV_0300_20150717_000070	{memo X}	이제 세 번째 석화 탐지기를 수리하러 가세요.				
QUEST_LV_0300_20150717_000071	{memo X}	고정할 끈 구하기				
QUEST_LV_0300_20150717_000072	{memo X}	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.				
QUEST_LV_0300_20150717_000073	{memo X}	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.				
QUEST_LV_0300_20150717_000074	{memo X}	몬스터를 사냥하여 %s 구하기	QUEST_LV_0200_20150317_002484	Collect %s from monsters	몬스터에게서 %s 수집	
QUEST_LV_0300_20150717_000075		몬스터를 사냥하여 노끈 구하기				
QUEST_LV_0300_20150717_000076		석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.				
QUEST_LV_0300_20150717_000077	{memo X}	수상한 장치 살펴 보기				
QUEST_LV_0300_20150717_000078	{memo X}	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?				
QUEST_LV_0300_20150717_000079	{memo X}	쉬트리가일라 찾아 가기				
QUEST_LV_0300_20150717_000080	{memo X}	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.				
QUEST_LV_0300_20150717_000081		바라는 것은 오직				
QUEST_LV_0300_20150717_000082	{memo X}	쉬트리가일라와 대화				
QUEST_LV_0300_20150717_000083	{memo X}	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.				
QUEST_LV_0300_20150717_000084	{memo X}	독초 구하기				
QUEST_LV_0300_20150717_000085	{memo X}	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.				
QUEST_LV_0300_20150717_000086	{memo X}	쉬트리가일라에게 독초 갖다 주기				
QUEST_LV_0300_20150717_000087	{memo X}	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.				
QUEST_LV_0300_20150717_000088	{memo X}	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.				
QUEST_LV_0300_20150717_000089	{memo X}	쉬트리가일라에게 돌아가기				
QUEST_LV_0300_20150717_000090	{memo X}	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000091	{memo X}	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.				
QUEST_LV_0300_20150717_000092	{memo X}	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.				
QUEST_LV_0300_20150717_000093	{memo X}	단말기 파괴				
QUEST_LV_0300_20150717_000094	{memo X}	쉬트리가일라와 더 대화해 보세요.				
QUEST_LV_0300_20150717_000095	{memo X}	영혼 집약 단말기 파괴하기				
QUEST_LV_0300_20150717_000096	{memo X}	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000097	{memo X}	쉬트리가일라에게 알려 주기				
QUEST_LV_0300_20150717_000098	{memo X}	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.				
QUEST_LV_0300_20150717_000099	{memo X}	단말기를 파괴하고 핵 구하기				
QUEST_LV_0300_20150717_000100	{memo X}	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.				
QUEST_LV_0300_20150717_000101	{memo X}	석화물 가루 긁어 모으기				
QUEST_LV_0300_20150717_000102	{memo X}	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.				
QUEST_LV_0300_20150717_000103	{memo X}	단말기 폭파하기				
QUEST_LV_0300_20150717_000104	{memo X}	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.				
QUEST_LV_0300_20150717_000105	{memo X}	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.				
QUEST_LV_0300_20150717_000106	{memo X}	단말기 파괴 하기				
QUEST_LV_0300_20150717_000107	{memo X}	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.				
QUEST_LV_0300_20150717_000108		그리고 영원한 안식				
QUEST_LV_0300_20150717_000109	{memo X}	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000110	{memo X}	마법 오브의 재료 구하기				
QUEST_LV_0300_20150717_000111	{memo X}	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.				
QUEST_LV_0300_20150717_000112	{memo X}	영혼 집약 장치 파괴하러 가기				
QUEST_LV_0300_20150717_000113	{memo X}	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.				
QUEST_LV_0300_20150717_000114	{memo X}	영혼 집약 장치 파괴				
QUEST_LV_0300_20150717_000115	{memo X}	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.				
QUEST_LV_0300_20150717_000116		쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!				
QUEST_LV_0300_20150717_000117	{memo X}	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.				
QUEST_LV_0300_20150717_000118	{memo X}	쉬트리가일라와 마지막 인사 하기				
QUEST_LV_0300_20150717_000119	{memo X}	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.				
QUEST_LV_0300_20150729_000120	{memo X}	나의 죽음에 협조하면 그 저주를 풀어 주겠다.				쉬트리가일라
QUEST_LV_0300_20150729_000121	{memo X}	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.				쉬트리가일라
QUEST_LV_0300_20150729_000122	{memo X}	저 위쪽의 독초를 구해 오면 된다.				쉬트리가일라
QUEST_LV_0300_20150729_000123	{memo X}	이 곳의 풀은 맹독으로 유명하지..				쉬트리가일라
QUEST_LV_0300_20150729_000124	{memo X}	고맙네. 하나씩 먹어볼까..				쉬트리가일라
QUEST_LV_0300_20150729_000125	{memo X}	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.				쉬트리가일라
QUEST_LV_0300_20150729_000126	{memo X}	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.				쉬트리가일라
QUEST_LV_0300_20150729_000127	{memo X}	클라페다까지 무사하길.				쉬트리가일라
QUEST_LV_0300_20150729_000128	{memo X}	..?{nl}딩고파실 지구의 영혼 관리자?{nl}그 자는 마족 아닙니까?				
QUEST_LV_0300_20150729_000129	{memo X}	계시자님이 마족의 일을 돕고 있다구요?{nl}개인적인 일들이야 관여하지 않겠습니다만, 여신을 섬기는 마스터로서 그 일에 협조할 수는 없습니다. 돌아가 주십시오.				
QUEST_LV_0300_20150729_000130	{memo X}	마족의 일에는 앞으로도 협조하지 않을 것입니다.				클레릭 마스터
QUEST_LV_0300_20150729_000131	{memo X}	과연.. 그러했군..{nl}괜한 기대를 한 것인가.				쉬트리가일라
QUEST_LV_0300_20150729_000132	{memo X}	이렇게 되면 이제는 그 방법을 시도 해 봐야겠는걸.{nl}이 곳에 있는 영혼 집약기를 파괴 하는 것..{nl}나를 여기 보낸 이들이 말했지.{nl}나와 영혼 집약기는 하나라고. 왜 그 말을 지금껏 잊고 있었을까.				
QUEST_LV_0300_20150729_000133		이 곳 어딘가에 있는 영혼집약기는 인간의 영혼을 흡수하는 장치라네.{nl}그 에너지를 어딘가에 모아서 사용하고 있지.{nl}이렇게 석화서리가 불어오고 난 뒤에도 칼리스 기사단과 도굴꾼들, 왕국군이 활동하는 이 곳은 영혼 집약기가 있기에는 정말 적당한 장소겠지..				마족 쉬트리가일라
QUEST_LV_0300_20150729_000134		{nl}{nl}생각해 보면 나를 이 곳에 보낸 이들은 그렇게 영원히 영혼을 모으기 위해 나를 영혼집약기와 생명으로 연결해 놓은 것이 아닐까. 영혼 집약기가 파괴 되면 나도 죽을 수 있지 않을까.				마족 쉬트리가일라
QUEST_LV_0300_20150729_000135	{memo X}	영혼 집약기는 3개의 단말기로부터도 영혼을 흡수하지.{nl}조금 전의 네가 느꼈던 그 나쁜 기운도 단말기가 영혼을 흡수하는 과정이었어.{nl}일단 그 단말기들을 차례로 없애 보도록 하세.				
QUEST_LV_0300_20150729_000136	{memo X}	{nl}파괴하는데 성공하면 단말기의 핵을 구할 수 있을거야.{nl}그 핵을 모아서 집약기의 파괴를 도와 줄 오브를 만들어야지.				
QUEST_LV_0300_20150729_000137	{memo X}	잘 했군. 이 핵은 영혼 집약기 본체의 과부하를 일으킬 오브의 재료가 될 거야.{nl}이제 점점 죽음이 다가온다.				쉬트리가일라
QUEST_LV_0300_20150729_000138	{memo X}	두 번째 단말기는 터뜨려 보도록 하게.{nl}여기 내가 폭약을 줄 테니, 이 폭약의 효과를 증폭시키도록 그 지역에서 석화물가루를 긁어가 봐.{nl}석화서리가 수시로 불어오는 지역 답게 석화물은 어디에나 있어.				
QUEST_LV_0300_20150729_000139	{memo X}	역시 이번에도 단말기의 핵을 구해 와야 해.				
QUEST_LV_0300_20150729_000140	{memo X}	이제 마지막 단말기군.. 서서히 기운이 빠지고 있어..{nl}아마 마지막 단말기는 폭주하고 있을지도 모르겠어.{nl}주변의 석화된 몬스터들로부터 석화된 몬스터의 코어를 얻어서 단말기에 던져 봐.{nl}서서히 무너질걸세.				쉬트리가일라
QUEST_LV_0300_20150729_000141	{memo X}	그리고 역시 그 핵을 가져와야겠지.{nl}그 핵들에는 영혼들이 응축되어 있어서.. 그걸 모아 영혼 집약기의 과부하를 일으킬 오브를 만들면 돼.				쉬트리가일라
QUEST_LV_0300_20150729_000142	{memo X}	이제 모두 구했군. 내가 제작서를 주겠네.{nl}이걸로 영혼 집약기에 과부하를 일으키는 오브를 만들어야 해.{nl}그 전에, 일단 내가 주는 영혼의 정수로 몬스터를 유인해서 뇌관을 뽑아내게.{nl}그러면 제작서로 오브를 제작할 수 있어.				쉬트리가일라
QUEST_LV_0300_20150729_000143	{memo X}	그저 쉬고 싶을 뿐..				쉬트리가일라
QUEST_LV_0300_20150729_000144		이제 마지막인가. 정말로.				마족 쉬트리가일라
QUEST_LV_0300_20150729_000145	{memo X}	뇌관은 모두 구했는지 보게.				쉬트리가일라
QUEST_LV_0300_20150729_000146	{memo X}	와 주었군.. 이제 안녕일세.				쉬트리가일라
